InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
546646,85159A,"BLACK TEA,COFFEE,SUGAR JARS",3,2011-03-15 13:49:00,1.95,13716,United Kingdom,5.85
546665,48116,DOORMAT MULTICOLOUR STRIPE,2,2011-03-15 15:06:00,7.95,15867,United Kingdom,15.9
546669,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-03-15 15:36:00,1.45,14226,United Kingdom,232.0
546670,22060,LARGE CAKE STAND HANGING HEARTS,1,2011-03-15 15:37:00,3.95,13451,United Kingdom,3.95
546678,21239,PINK  POLKADOT CUP,8,2011-03-15 16:39:00,0.85,12681,France,6.8
546679,22085,PAPER CHAIN KIT SKULLS ,4,2011-03-15 16:47:00,2.95,13121,United Kingdom,11.8
546679,21172,PARTY METAL SIGN ,2,2011-03-15 16:47:00,1.45,13121,United Kingdom,2.9
546679,22553,PLASTERS IN TIN SKULLS,3,2011-03-15 16:47:00,1.65,13121,United Kingdom,4.949999999999999
546681,21356,TOAST ITS - FAIRY FLOWER,12,2011-03-16 08:29:00,1.25,16297,United Kingdom,15.0
546683,22718,CARD CAT AND TREE ,12,2011-03-16 09:38:00,0.42,12868,United Kingdom,5.04
546683,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-03-16 09:38:00,4.95,12868,United Kingdom,14.85
546683,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-03-16 09:38:00,2.95,12868,United Kingdom,17.700000000000003
546684,22637,PIGGY BANK RETROSPOT ,48,2011-03-16 09:47:00,2.1,16152,United Kingdom,100.8
546685,85099B,JUMBO BAG RED RETROSPOT,10,2011-03-16 09:52:00,1.95,15687,United Kingdom,19.5
546687,22449,SILK PURSE BABUSHKA PINK,6,2011-03-16 09:58:00,3.35,16040,United Kingdom,20.1
546688,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-03-16 10:17:00,2.95,16497,United Kingdom,17.700000000000003
546689,47566,PARTY BUNTING,4,2011-03-16 10:24:00,4.95,16985,United Kingdom,19.8
546738,47566B,TEA TIME PARTY BUNTING,5,2011-03-16 11:57:00,4.95,16422,United Kingdom,24.75
546742,22721,SET OF 3 CAKE TINS SKETCHBOOK,2,2011-03-16 12:26:00,4.95,12849,United Kingdom,9.9
546752,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-03-16 12:55:00,2.95,13299,United Kingdom,17.700000000000003
546753,47599A,PINK PARTY BAGS,2,2011-03-16 13:00:00,2.1,16383,United Kingdom,4.2
546753,21993,FLORAL FOLK STATIONERY SET,1,2011-03-16 13:00:00,2.95,16383,United Kingdom,2.95
546755,22728,ALARM CLOCK BAKELIKE PINK,4,2011-03-16 13:29:00,3.75,12502,Spain,15.0
546757,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,12,2011-03-16 13:44:00,2.95,15381,United Kingdom,35.400000000000006
546760,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-03-16 14:00:00,3.25,12597,Spain,19.5
546765,21843,RED RETROSPOT CAKE STAND,3,2011-03-16 14:37:00,10.95,12437,France,32.849999999999994
546769,22499,WOODEN UNION JACK BUNTING,3,2011-03-16 14:57:00,5.95,17504,United Kingdom,17.85
546770,22797,CHEST OF DRAWERS GINGHAM HEART ,1,2011-03-16 15:17:00,16.95,12523,France,16.95
546771,22685,FRENCH BLUE METAL DOOR SIGN 0,3,2011-03-16 15:19:00,1.25,17515,United Kingdom,3.75
546774,48184,DOORMAT ENGLISH ROSE ,1,2011-03-16 15:45:00,7.95,14505,United Kingdom,7.95
546774,21470,FLOWER VINE RAFFIA FOOD COVER,2,2011-03-16 15:45:00,3.75,14505,United Kingdom,7.5
546778,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-03-16 16:38:00,1.25,14572,United Kingdom,15.0
546789,20711,JUMBO BAG TOYS ,600,2011-03-17 10:17:00,1.65,15769,United Kingdom,990.0
546789,85099C,JUMBO  BAG BAROQUE BLACK WHITE,500,2011-03-17 10:17:00,1.65,15769,United Kingdom,825.0
546790,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-03-17 10:26:00,6.95,14713,United Kingdom,13.9
546791,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2011-03-17 10:38:00,8.5,17716,United Kingdom,17.0
546830,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,2011-03-17 12:10:00,0.64,16839,United Kingdom,92.16
546837,22193,RED DINER WALL CLOCK,2,2011-03-17 12:37:00,8.5,13650,United Kingdom,17.0
546843,21257,VICTORIAN SEWING BOX MEDIUM,2,2011-03-17 12:40:00,7.95,12472,Germany,15.9
546843,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-03-17 12:40:00,2.95,12472,Germany,17.700000000000003
546850,22718,CARD CAT AND TREE ,12,2011-03-17 13:20:00,0.42,13268,United Kingdom,5.04
546856,84991,60 TEATIME FAIRY CAKE CASES,24,2011-03-17 14:12:00,0.55,15433,United Kingdom,13.2
546866,22284,HEN HOUSE DECORATION,2,2011-03-17 15:47:00,1.65,14462,United Kingdom,3.3
546869,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-03-17 16:00:00,2.95,12352,Norway,17.700000000000003
546875,22384,LUNCH BAG PINK POLKADOT,10,2011-03-17 16:38:00,1.65,12514,Italy,16.5
546882,82599,FANNY'S REST STOPMETAL SIGN,12,2011-03-17 17:26:00,2.1,14422,United Kingdom,25.200000000000003
546882,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2011-03-17 17:26:00,1.25,14422,United Kingdom,15.0
546883,22522,CHILDS GARDEN FORK BLUE ,12,2011-03-17 18:03:00,0.85,13707,United Kingdom,10.2
546899,20723,STRAWBERRY CHARLOTTE BAG,50,2011-03-17 18:27:00,0.72,14298,United Kingdom,36.0
546899,21033,JUMBO BAG CHARLIE AND LOLA TOYS,30,2011-03-17 18:27:00,1.65,14298,United Kingdom,49.5
546908,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-03-17 18:59:00,4.15,15648,United Kingdom,33.2
546909,23000,TRAVEL CARD WALLET TRANSPORT,6,2011-03-17 19:01:00,0.42,14056,United Kingdom,2.52
546910,82599,FANNY'S REST STOPMETAL SIGN,2,2011-03-17 19:46:00,2.1,13969,United Kingdom,4.2
546912,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,4,2011-03-17 20:12:00,2.95,15861,United Kingdom,11.8
546912,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,4,2011-03-17 20:12:00,1.25,15861,United Kingdom,5.0
546913,82011B,BATHROOM SCALES RUBBER DUCKS,2,2011-03-17 20:18:00,3.75,15861,United Kingdom,7.5
546915,22423,REGENCY CAKESTAND 3 TIER,3,2011-03-18 08:31:00,12.75,15695,United Kingdom,38.25
546917,21790,VINTAGE SNAP CARDS,12,2011-03-18 09:17:00,0.85,14911,EIRE,10.2
546925,21558,SKULL LUNCH BOX WITH CUTLERY ,60,2011-03-18 10:09:00,2.1,12647,Germany,126.0
546925,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,60,2011-03-18 10:09:00,2.1,12647,Germany,126.0
546944,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,8,2011-03-18 11:13:00,0.85,14701,United Kingdom,6.8
546950,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-03-18 11:24:00,4.95,16511,United Kingdom,4.95
546951,21879,HEARTS GIFT TAPE,2,2011-03-18 11:30:00,0.65,17673,United Kingdom,1.3
546982,22419,LIPSTICK PEN RED,3,2011-03-18 12:26:00,0.42,15483,United Kingdom,1.26
546982,84596J,MIXED NUTS LIGHT GREEN BOWL,1,2011-03-18 12:26:00,0.42,15483,United Kingdom,0.42
546983,22694,WICKER STAR ,6,2011-03-18 12:27:00,2.1,16626,United Kingdom,12.6
546984,21931,JUMBO STORAGE BAG SUKI,2,2011-03-18 12:35:00,1.95,15019,United Kingdom,3.9
546984,22385,JUMBO BAG SPACEBOY DESIGN,2,2011-03-18 12:35:00,1.95,15019,United Kingdom,3.9
546986,22780,LIGHT GARLAND BUTTERFILES PINK,4,2011-03-18 12:55:00,4.25,14194,United Kingdom,17.0
546990,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2011-03-18 12:59:00,1.45,14315,United Kingdom,17.4
546993,20979,36 PENCILS TUBE RED RETROSPOT,2,2011-03-18 13:19:00,1.25,17921,United Kingdom,2.5
546996,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2011-03-18 13:27:00,1.25,17060,United Kingdom,15.0
546998,22457,NATURAL SLATE HEART CHALKBOARD ,2,2011-03-18 13:32:00,2.95,16023,United Kingdom,5.9
546999,21868,POTTING SHED TEA MUG,72,2011-03-18 13:47:00,1.06,17133,United Kingdom,76.32000000000001
547000,21750,LARGE SKULL WINDMILL,6,2011-03-18 13:51:00,2.1,14282,United Kingdom,12.6
547002,84086C,PINK/PURPLE RETRO RADIO,6,2011-03-18 14:02:00,2.95,12878,United Kingdom,17.700000000000003
547004,47566,PARTY BUNTING,4,2011-03-18 14:14:00,4.95,17419,United Kingdom,19.8
547019,21155,RED RETROSPOT PEG BAG,1,2011-03-18 14:54:00,2.55,17841,United Kingdom,2.55
547028,22925,BLUE GIANT GARDEN THERMOMETER,2,2011-03-20 10:13:00,5.95,13593,United Kingdom,11.9
547030,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-03-20 10:17:00,3.75,12948,United Kingdom,15.0
547044,21494,ROTATING LEAVES T-LIGHT HOLDER,10,2011-03-20 11:33:00,1.25,14071,United Kingdom,12.5
547048,22549,PICTURE DOMINOES,12,2011-03-20 11:52:00,1.45,14911,EIRE,17.4
547049,21714,CITRONELLA CANDLE GARDEN POT,6,2011-03-20 11:56:00,1.25,17134,United Kingdom,7.5
547050,84921,CREAM AND PINK FLOWERS PONY ,1,2011-03-20 12:02:00,3.75,17795,United Kingdom,3.75
547051,22848,BREAD BIN DINER STYLE PINK,1,2011-03-20 12:06:00,16.95,12902,United Kingdom,16.95
547053,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-03-20 12:08:00,3.95,13001,United Kingdom,15.8
547058,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-03-20 12:44:00,1.69,14232,United Kingdom,20.28
547060,21974,SET OF 36 PAISLEY FLOWER DOILIES,5,2011-03-20 12:57:00,1.45,17954,United Kingdom,7.25
547063,22832,BROCANTE SHELF WITH HOOKS,2,2011-03-20 13:33:00,10.75,14769,United Kingdom,21.5
547063,22854,CREAM SWEETHEART EGG HOLDER,1,2011-03-20 13:33:00,4.95,14769,United Kingdom,4.95
547063,22084,PAPER CHAIN KIT EMPIRE,4,2011-03-20 13:33:00,2.95,14769,United Kingdom,11.8
547063,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2011-03-20 13:33:00,8.5,14769,United Kingdom,8.5
547063,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-03-20 13:33:00,1.25,14769,United Kingdom,30.0
547065,22377,BOTTLE BAG RETROSPOT ,10,2011-03-20 13:38:00,2.1,17068,United Kingdom,21.0
547068,20978,36 PENCILS TUBE SKULLS,16,2011-03-20 13:48:00,1.25,13985,United Kingdom,20.0
547069,21094,SET/6 RED SPOTTY PAPER PLATES,6,2011-03-20 13:52:00,0.85,16710,United Kingdom,5.1
547069,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2011-03-20 13:52:00,0.85,16710,United Kingdom,0.85
547070,22670,FRENCH WC SIGN BLUE METAL,3,2011-03-20 13:58:00,1.25,16115,United Kingdom,3.75
547075,22679,FRENCH BLUE METAL DOOR SIGN 4,10,2011-03-20 14:35:00,1.25,15288,United Kingdom,12.5
547075,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,2011-03-20 14:35:00,2.55,15288,United Kingdom,61.2
547078,82600,NO SINGING METAL SIGN,12,2011-03-20 14:41:00,2.1,14408,United Kingdom,25.200000000000003
547087,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-03-20 15:58:00,0.85,12726,France,10.2
547092,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-03-21 08:18:00,1.49,16619,United Kingdom,17.88
547094,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2011-03-21 08:39:00,1.65,13934,United Kingdom,19.8
547095,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,2011-03-21 09:03:00,0.42,13018,United Kingdom,10.5
547100,20726,LUNCH BAG WOODLAND,10,2011-03-21 10:31:00,1.65,15615,United Kingdom,16.5
547102,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-03-21 10:41:00,1.95,14245,United Kingdom,19.5
547108,48194,DOORMAT HEARTS,1,2011-03-21 11:36:00,7.95,14659,United Kingdom,7.95
547114,21094,SET/6 RED SPOTTY PAPER PLATES,6,2011-03-21 11:49:00,0.85,14688,United Kingdom,5.1
547122,21876,POTTERING MUG,24,2011-03-21 11:52:00,1.25,17678,United Kingdom,30.0
547134,22824,3 TIER SWEETHEART GARDEN SHELF,1,2011-03-21 11:57:00,35.95,15996,United Kingdom,35.95
547203,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-03-21 13:51:00,8.5,17146,United Kingdom,17.0
547206,22285,HANGING HEN ON NEST DECORATION,2,2011-03-21 14:18:00,1.65,16791,United Kingdom,3.3
547209,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,2011-03-21 14:44:00,0.29,13081,United Kingdom,6.959999999999999
547223,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,2011-03-21 15:10:00,3.95,12867,United Kingdom,11.85
547243,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-03-21 16:59:00,2.1,17231,United Kingdom,4.2
547245,22386,JUMBO BAG PINK POLKADOT,10,2011-03-22 08:49:00,1.95,14632,United Kingdom,19.5
547247,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-03-22 09:01:00,0.42,18225,United Kingdom,5.04
547253,22442,GROW YOUR OWN FLOWERS SET OF 3,2,2011-03-22 10:44:00,7.95,13869,United Kingdom,15.9
547253,22189,CREAM HEART CARD HOLDER,4,2011-03-22 10:44:00,3.95,13869,United Kingdom,15.8
547253,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-03-22 10:44:00,2.55,13869,United Kingdom,7.649999999999999
547253,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-03-22 10:44:00,4.95,13869,United Kingdom,9.9
547334,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2011-03-22 11:43:00,4.95,15044,United Kingdom,29.700000000000003
547334,22784,LANTERN CREAM GAZEBO ,6,2011-03-22 11:43:00,4.95,15044,United Kingdom,29.700000000000003
547349,20718,RED RETROSPOT SHOPPER BAG,10,2011-03-22 12:02:00,1.25,15132,United Kingdom,12.5
547349,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,2011-03-22 12:02:00,3.75,15132,United Kingdom,15.0
547349,21949,SET OF 6 STRAWBERRY CHOPSTICKS,12,2011-03-22 12:02:00,1.25,15132,United Kingdom,15.0
547357,85094,CANDY SPOT EGG WARMER RABBIT,48,2011-03-22 12:15:00,0.19,17613,United Kingdom,9.12
547358,22613,PACK OF 20 SPACEBOY NAPKINS,4,2011-03-22 12:25:00,0.85,15998,United Kingdom,3.4
547358,22990,COTTON APRON PANTRY DESIGN,1,2011-03-22 12:25:00,4.95,15998,United Kingdom,4.95
547358,22304,COFFEE MUG BLUE PAISLEY DESIGN,2,2011-03-22 12:25:00,2.55,15998,United Kingdom,5.1
547358,71053,WHITE METAL LANTERN,2,2011-03-22 12:25:00,3.75,15998,United Kingdom,7.5
547358,22432,WATERING CAN PINK BUNNY,2,2011-03-22 12:25:00,1.95,15998,United Kingdom,3.9
547358,21240,BLUE POLKADOT CUP,3,2011-03-22 12:25:00,0.85,15998,United Kingdom,2.55
547358,21122,SET/10 PINK POLKADOT PARTY CANDLES,6,2011-03-22 12:25:00,1.25,15998,United Kingdom,7.5
547359,22564,ALPHABET STENCIL CRAFT,1,2011-03-22 12:27:00,1.25,15719,United Kingdom,1.25
547361,21626,VINTAGE UNION JACK PENNANT,12,2011-03-22 12:31:00,1.95,15298,United Kingdom,23.4
547362,47471,RAINBOW PEGS PHOTO CLIP STRING,96,2011-03-22 12:33:00,0.53,13694,United Kingdom,50.88
547362,35095B,RED VICTORIAN FABRIC OVAL BOX,360,2011-03-22 12:33:00,0.29,13694,United Kingdom,104.4
547365,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2011-03-22 12:36:00,0.42,12775,Netherlands,10.08
547371,22178,VICTORIAN GLASS HANGING T-LIGHT,48,2011-03-22 13:38:00,1.25,14377,United Kingdom,60.0
547372,22767,TRIPLE PHOTO FRAME CORNICE ,1,2011-03-22 13:46:00,9.95,16374,United Kingdom,9.95
547375,22744,MAKE YOUR OWN MONSOON CARD KIT,6,2011-03-22 14:24:00,2.95,13196,United Kingdom,17.700000000000003
547377,22261,FELT EGG COSY WHITE RABBIT ,12,2011-03-22 14:43:00,0.85,13050,United Kingdom,10.2
547377,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,2011-03-22 14:43:00,1.65,13050,United Kingdom,19.8
547380,21213,PACK OF 72 SKULL CAKE CASES,6,2011-03-22 15:20:00,0.55,16809,United Kingdom,3.3000000000000003
547380,20727,LUNCH BAG  BLACK SKULL.,2,2011-03-22 15:20:00,1.65,16809,United Kingdom,3.3
547382,22614,PACK OF 12 SPACEBOY TISSUES,2,2011-03-22 15:31:00,0.29,15457,United Kingdom,0.58
547382,22409,MONEY BOX BISCUITS DESIGN,2,2011-03-22 15:31:00,1.25,15457,United Kingdom,2.5
547382,82567,"AIRLINE LOUNGE,METAL SIGN",1,2011-03-22 15:31:00,2.1,15457,United Kingdom,2.1
547382,84946,ANTIQUE SILVER T-LIGHT GLASS,2,2011-03-22 15:31:00,1.25,15457,United Kingdom,2.5
547387,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-03-22 16:00:00,1.95,12539,Spain,19.5
547389,22918,HERB MARKER PARSLEY,4,2011-03-22 16:08:00,0.65,16721,United Kingdom,2.6
547412,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-03-23 09:42:00,0.55,12399,Belgium,13.2
547412,21086,SET/6 RED SPOTTY PAPER CUPS,24,2011-03-23 09:42:00,0.65,12399,Belgium,15.6
547419,16156S,WRAP PINK FAIRY CAKES ,50,2011-03-23 10:27:00,0.34,15061,United Kingdom,17.0
547420,22138,BAKING SET 9 PIECE RETROSPOT ,6,2011-03-23 10:43:00,4.95,15449,United Kingdom,29.700000000000003
547444,23177,TREASURE ISLAND BOOK BOX,8,2011-03-23 10:55:00,2.25,12811,Portugal,18.0
547485,21242,RED RETROSPOT PLATE ,1,2011-03-23 11:16:00,1.69,17019,United Kingdom,1.69
547488,22471,TV DINNER TRAY AIR HOSTESS ,2,2011-03-23 11:30:00,4.95,13821,United Kingdom,9.9
547488,22951,60 CAKE CASES DOLLY GIRL DESIGN,6,2011-03-23 11:30:00,0.55,13821,United Kingdom,3.3000000000000003
547490,22808,SET OF 6 T-LIGHTS EASTER CHICKS,1,2011-03-23 11:48:00,2.95,17507,United Kingdom,2.95
547491,22077,6 RIBBONS RUSTIC CHARM,12,2011-03-23 12:05:00,1.65,17096,United Kingdom,19.8
547492,22138,BAKING SET 9 PIECE RETROSPOT ,6,2011-03-23 12:06:00,4.95,12604,France,29.700000000000003
547496,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,2011-03-23 12:13:00,21.95,18075,United Kingdom,21.95
547497,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,2011-03-23 12:15:00,0.85,14461,United Kingdom,0.85
547497,22919,HERB MARKER MINT,12,2011-03-23 12:15:00,0.65,14461,United Kingdom,7.800000000000001
547497,22990,COTTON APRON PANTRY DESIGN,2,2011-03-23 12:15:00,4.95,14461,United Kingdom,9.9
547498,22127,PARTY CONES CARNIVAL ASSORTED,6,2011-03-23 12:24:00,1.25,15021,United Kingdom,7.5
547500,22147,FELTCRAFT BUTTERFLY HEARTS,40,2011-03-23 12:39:00,1.25,13408,United Kingdom,50.0
547504,22960,JAM MAKING SET WITH JARS,6,2011-03-23 13:33:00,4.25,12683,France,25.5
547507,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,24,2011-03-23 13:39:00,0.42,16859,United Kingdom,10.08
547510,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-03-23 13:42:00,4.95,15245,United Kingdom,14.85
547511,20931,BLUE POT PLANT CANDLE ,4,2011-03-23 13:44:00,3.75,17411,United Kingdom,15.0
547516,22423,REGENCY CAKESTAND 3 TIER,32,2011-03-23 14:04:00,10.95,15189,United Kingdom,350.4
547520,21708,FOLDING UMBRELLA CREAM POLKADOT,4,2011-03-23 14:55:00,4.95,12564,France,19.8
547538,85099F,JUMBO BAG STRAWBERRY,10,2011-03-23 15:17:00,1.95,13534,United Kingdom,19.5
547549,22849,BREAD BIN DINER STYLE MINT,4,2011-03-23 15:40:00,14.95,14794,United Kingdom,59.8
547555,21915,RED  HARMONICA IN BOX ,12,2011-03-23 16:35:00,1.25,14075,United Kingdom,15.0
547561,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-03-24 08:44:00,2.1,14129,United Kingdom,25.200000000000003
547561,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-03-24 08:44:00,1.25,14129,United Kingdom,15.0
547562,21164,HOME SWEET HOME METAL SIGN ,12,2011-03-24 08:47:00,2.95,16525,United Kingdom,35.400000000000006
547569,21205,MULTICOLOUR 3D BALLS GARLAND,12,2011-03-24 09:50:00,2.55,17491,United Kingdom,30.6
547577,82600,NO SINGING METAL SIGN,48,2011-03-24 10:37:00,1.85,13183,United Kingdom,88.80000000000001
547577,82580,BATHROOM METAL SIGN,12,2011-03-24 10:37:00,0.55,13183,United Kingdom,6.6000000000000005
547580,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-03-24 10:48:00,1.25,13488,United Kingdom,15.0
547623,21400,RED PUDDING SPOON,24,2011-03-24 11:29:00,0.12,15641,United Kingdom,2.88
547623,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2011-03-24 11:29:00,1.45,15641,United Kingdom,17.4
547639,22076,6 RIBBONS EMPIRE  ,12,2011-03-24 11:34:00,1.65,17698,United Kingdom,19.8
547649,85014B,RED RETROSPOT UMBRELLA,2,2011-03-24 12:02:00,5.95,18118,United Kingdom,11.9
547650,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-03-24 12:08:00,1.95,17059,United Kingdom,3.9
547650,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-03-24 12:08:00,1.25,17059,United Kingdom,2.5
547650,22499,WOODEN UNION JACK BUNTING,3,2011-03-24 12:08:00,5.95,17059,United Kingdom,17.85
547650,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-03-24 12:08:00,2.1,17059,United Kingdom,2.1
547652,21471,STRAWBERRY RAFFIA FOOD COVER,2,2011-03-24 12:15:00,3.75,14606,United Kingdom,7.5
547653,21975,PACK OF 60 DINOSAUR CAKE CASES,120,2011-03-24 12:21:00,0.42,16745,United Kingdom,50.4
547654,21930,JUMBO STORAGE BAG SKULLS,2,2011-03-24 12:32:00,1.95,14527,United Kingdom,3.9
547655,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2011-03-24 12:52:00,4.95,14267,United Kingdom,29.700000000000003
547657,71459,HANGING JAM JAR T-LIGHT HOLDER,36,2011-03-24 12:58:00,0.85,13871,United Kingdom,30.6
547658,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-03-24 13:04:00,4.95,13736,United Kingdom,9.9
547658,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-03-24 13:04:00,2.1,13736,United Kingdom,4.2
547664,22995,TRAVEL CARD WALLET SUKI,5,2011-03-24 13:16:00,0.42,13069,United Kingdom,2.1
547664,84596E,SMALL LICORICE DES PINK BOWL,40,2011-03-24 13:16:00,0.42,13069,United Kingdom,16.8
547664,21936,RED RETROSPOT PICNIC BAG,2,2011-03-24 13:16:00,2.95,13069,United Kingdom,5.9
547664,37327,ASSTD MULTICOLOUR CIRCLES MUG,12,2011-03-24 13:16:00,0.39,13069,United Kingdom,4.68
547663,22813,PACK 3 BOXES BIRD PANNETONE ,5,2011-03-24 13:16:00,1.95,16022,United Kingdom,9.75
547663,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2011-03-24 13:16:00,8.5,16022,United Kingdom,8.5
547666,22680,FRENCH BLUE METAL DOOR SIGN 5,10,2011-03-24 13:23:00,1.25,14235,United Kingdom,12.5
547669,21166,COOK WITH WINE METAL SIGN ,1,2011-03-24 13:37:00,2.08,12748,United Kingdom,2.08
547684,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-03-24 14:46:00,2.1,12408,Belgium,12.6
547690,22619,SET OF 6 SOLDIER SKITTLES,4,2011-03-24 14:56:00,3.75,16063,United Kingdom,15.0
547695,22249,DECORATION WHITE CHICK MAGIC GARDEN,16,2011-03-24 15:15:00,0.85,18239,United Kingdom,13.6
547712,22499,WOODEN UNION JACK BUNTING,4,2011-03-24 19:31:00,5.95,16905,United Kingdom,23.8
547715,22555,PLASTERS IN TIN STRONGMAN,12,2011-03-25 08:50:00,1.65,12520,Germany,19.8
547716,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-03-25 08:52:00,2.55,16833,United Kingdom,20.4
547716,21137,BLACK RECORD COVER FRAME,24,2011-03-25 08:52:00,3.39,16833,United Kingdom,81.36
547719,20727,LUNCH BAG  BLACK SKULL.,20,2011-03-25 10:05:00,1.65,14404,United Kingdom,33.0
547729,22520,CHILDS GARDEN TROWEL BLUE ,3,2011-03-25 10:52:00,0.85,15529,United Kingdom,2.55
547730,22064,PINK DOUGHNUT TRINKET POT ,8,2011-03-25 11:01:00,1.65,14796,United Kingdom,13.2
547772,22445,PENCIL CASE LIFE IS BEAUTIFUL,1,2011-03-25 11:34:00,2.95,17979,United Kingdom,2.95
547785,23193,BUFFALO BILL TREASURE BOOK BOX,2,2011-03-25 11:41:00,2.25,13097,United Kingdom,4.5
547785,23180,MUM'S KITCHEN CLOCK,2,2011-03-25 11:41:00,4.95,13097,United Kingdom,9.9
547785,85177,BASKET OF FLOWERS SEWING KIT,8,2011-03-25 11:41:00,0.85,13097,United Kingdom,6.8
547786,21989,PACK OF 20 SKULL PAPER NAPKINS,2,2011-03-25 11:44:00,0.85,14587,United Kingdom,1.7
547793,22302,COFFEE MUG PEARS  DESIGN,6,2011-03-25 12:10:00,2.55,14758,United Kingdom,15.3
547794,85215,ASSORTED CHEESE FRIDGE MAGNETS,6,2011-03-25 12:13:00,0.65,14085,United Kingdom,3.9
547801,22980,PANTRY SCRUBBING BRUSH,12,2011-03-25 12:57:00,1.65,14107,United Kingdom,19.8
547805,22427,ENAMEL FLOWER JUG CREAM,3,2011-03-25 13:35:00,5.95,13327,United Kingdom,17.85
547809,20832,RED FLOCK LOVE HEART PHOTO FRAME,24,2011-03-25 13:54:00,0.85,12748,United Kingdom,20.4
547809,22301,COFFEE MUG CAT + BIRD DESIGN,2,2011-03-25 13:54:00,2.55,12748,United Kingdom,5.1
547809,20985,HEART CALCULATOR,1,2011-03-25 13:54:00,1.25,12748,United Kingdom,1.25
547819,21733,RED HANGING HEART T-LIGHT HOLDER,4,2011-03-25 14:45:00,2.95,12748,United Kingdom,11.8
547821,23158,SET OF 5 LUCKY CAT MAGNETS ,120,2011-03-25 14:50:00,1.85,12621,Germany,222.0
